134.406865,114.373308,41.037725,155.133408,100.851897,40.643616,97.502335,123.019993,38.115466,90.606392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134.533139,113.803028,28.756155,154.621078,101.394666,27.818337,98.732391,124.415716,23.828962,91.97924,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134.658282,112.695911,15.959496,153.262024,101.730946,12.683418,99.600311,127.091852,10.063166,91.061081,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134.783725,111.409556,1.860139,155.956024,102.082682,-4.026354,104.803177,130.029181,-2.412,92.884216,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
134.908756,111.24969,-12.031912,158.857742,103.247697,-21.276266,107.919106,131.960066,-14.757875,96.714661,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.02007,112.056028,-24.682931,159.560654,105.036937,-35.824166,108.590042,133.637109,-26.6152,97.954575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.145607,113.939944,-39.453715,157.419632,107.020603,-50.276791,105.377045,135.167684,-42.357209,94.590126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.271111,116.479953,-55.53909,158.4086,107.406752,-63.250245,104.639183,134.108164,-60.875387,94.341263,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.396574,116.240084,-70.75912,161.191849,105.433652,-76.932727,107.424782,132.120138,-80.544429,99.090149,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.522163,113.269851,-85.262066,161.589386,101.003804,-91.163465,109.358612,129.619961,-99.836155,102.383232,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.647521,109.72604,-99.815146,159.222107,97.574151,-106.524479,104.738258,128.374547,-117.006306,101.501129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.772472,105.970664,-114.384085,159.636383,97.445328,-122.785469,103.748177,128.611141,-129.742067,101.126656,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
135.897896,104.41501,-128.504763,162.041473,97.115164,-139.367767,107.983109,128.083384,-141.317655,102.466225,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00136.023423,104.795674,-142.650839,161.789459,95.384951,-155.342771,110.210922,127.816792,-156.408028,102.580902,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.149472,106.355337,-157.339678,158.951233,91.69014,-168.482641,107.260689,125.340288,-174.612009,98.516373,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.273411,107.912052,-172.785595,159.70726,86.429849,-176.128872,107.131386,118.615146,-191.832258,97.812042,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.399059,105.243866,-185.149865,162.703491,83.284,-180.099722,108.679756,109.772385,-205.109143,102.124786,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.523998,100.570791,-194.725058,162.517731,77.856178,-184.116339,109.523514,101.121737,-215.754965,104.226753,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.648199,94.544344,-203.207176,159.998962,72.110177,-191.682723,104.3741,94.030908,-224.459367,100.88031,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.773142,86.313675,-209.994804,159.456848,68.40215,-203.25056,100.0196,87.703371,-229.012708,99.484993,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
136.898139,78.782039,-215.970263,161.91127,64.769082,-212.620705,103.137955,81.958879,-232.355841,101.410423,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.023452,70.4664,-220.94124,161.814774,55.222783,-218.260553,105.735909,73.277351,-239.576702,100.463364,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.149147,61.577989,-226.034003,159.462112,44.280144,-224.990455,106.903549,61.274783,-247.612803,98.469337,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.274548,53.168042,-233.59263,159.151031,34.082381,-232.813318,106.894073,49.542121,-253.115114,97.816437,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.39972,45.528392,-240.837149,160.819107,21.361363,-239.509433,110.623383,41.132092,-257.057566,100.015198,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.524668,38.096254,-244.746095,161.515549,3.950913,-243.713641,119.442177,35.059927,-259.343934,101.382133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.649353,29.462224,-246.849915,159.959656,-16.692892,-249.139961,129.090958,29.125974,-260.954941,99.271187,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.774772,18.829995,-247.095792,157.466965,-36.820497,-255.198878,135.437088,21.813017,-262.374361,97.662613,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137.901492,5.880292,-247.002576,157.776169,-51.204249,-263.392669,137.318695,13.843132,-263.353372,96.978104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138.027741,-6.266281,-247.385567,160.978592,-60.840509,-269.764743,137.000366,8.476662,-259.628612,99.247498,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138.153632,-13.716486,-249.198329,162.13208,-66.010042,-272.513436,135.803177,5.063026,-257.175346,101.029846,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138.278631,-14.404522,-252.700701,163.267776,-65.139889,-269.026565,129.56192,6.022137,-257.297602,101.857544,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
