39.935257,58.884061,88.073,144.161407,36.937023,25.643265,85.762657,92.805234,102.016056,78.072548,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.060586,59.957371,87.035961,143.880829,36.883449,25.487211,85.797409,89.861438,102.562776,76.557869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.186394,61.270829,86.642227,143.533188,36.853155,25.249634,85.85218,86.791283,104.949647,75.318939,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.311581,61.253974,86.871037,142.863876,36.880696,24.902013,85.749252,83.46238,106.932015,74.259537,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.436726,60.403959,86.974964,142.659302,36.894232,24.391325,85.824905,79.267973,105.834379,72.659569,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.548321,60.541844,87.328528,143.520111,37.006817,24.136411,85.835419,76.086255,102.091122,72.044769,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.673608,61.251501,87.527207,144.129318,37.042404,24.198869,85.785553,79.641288,101.882245,73.500496,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.7993,62.096653,87.482457,143.914322,37.008679,24.438526,85.873184,82.027234,102.337309,73.897049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40.923989,62.834971,87.55851,143.991806,37.157024,24.355193,85.352379,80.366721,104.943719,73.820663,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.049422,62.838458,87.956637,144.143372,37.235367,24.087424,85.25219,80.398996,108.475104,74.652481,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.174668,61.367341,89.117583,143.575958,37.221088,24.282046,85.399475,79.091984,111.021403,74.660713,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.30025,58.478095,90.818416,142.010468,37.154326,24.078491,85.4897,74.705063,112.479319,72.656342,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0041.425122,55.625155,91.786654,140.933563,37.139006,24.405839,85.538414,70.957807,114.838627,71.500061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.549065,53.448082,92.949949,141.420822,37.026435,24.576959,85.683472,69.402079,115.421635,71.713493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.675059,52.483023,94.419123,142.419022,37.047299,24.830475,85.657852,71.091328,114.778162,72.855202,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.800806,52.564187,95.29408,143.603729,37.038273,24.772614,85.486397,71.642333,115.077574,74.000343,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
41.923947,54.127768,96.161961,144.088058,36.95805,24.731051,85.692001,70.568904,114.435957,73.85923,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.050768,56.845971,97.666622,143.689377,37.000258,24.669547,85.655052,70.244597,121.399313,74.461052,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.176192,59.514457,98.676348,142.992981,36.996783,24.569272,85.686424,70.557787,129.108215,75.578476,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.302012,61.465488,99.100182,143.019028,36.990148,24.591694,85.710258,67.68378,130.731342,75.334084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.426475,62.687386,99.248325,143.755005,37.000052,24.588293,85.6922,67.46407,128.356652,74.911934,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.552296,63.516222,99.190992,144.493515,36.991545,24.561844,85.71376,69.658413,125.339589,74.775978,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.677679,64.141454,98.843764,144.598709,36.98425,24.541982,85.742935,70.297759,124.33956,74.82122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0042.802804,64.524454,98.150422,144.415909,36.982151,24.434745,85.778839,69.483682,123.809708,74.619049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
