time,PosX,PosY,PosZ,LeftX,LeftY,LeftZ,RightX,RightY,RightZ,VelLinearX,VelLinearY,VelLinearZ,VelLinearMag
489.118639,67.947767,58.793753,158.643265,76.149998,51.825335,93.687645,79.24084,113.809312,89.495529,0.0,0.0,0.0,0.0
489.244437,65.542671,54.375023,158.347351,73.852301,48.512308,93.338913,79.041474,113.57422,89.607086,-19.11871412899566,-35.12559818120235,-2.352294949044787,39.9916600997451
489.369541,64.151925,48.738629,157.660126,70.760803,43.104869,92.741379,78.790664,113.190397,89.665298,-11.116718889881637,-45.053667348758,-5.493229632944536,46.40489608273241
489.495193,63.46994,42.10571,156.868607,67.121216,35.007743,91.835777,78.559893,112.881071,89.662193,-5.427569795946745,-52.78800974121287,-6.299294877919471,53.06630273844465
489.60671,63.436389,35.431429,157.146149,64.09363,25.430571,92.664108,78.3628,112.822865,89.829002,-0.3008599585712317,-59.849897325045255,2.4887864630494834,59.850653518012074
489.732093,62.687141,27.951824,158.96904,62.304597,16.98171,94.254372,78.4422,112.864624,89.654228,-5.975674533230225,-59.65405996028203,14.538581785409567,59.95261091789097
489.857707,60.31067,21.281501,159.65799,60.206242,11.174817,94.508141,78.721773,112.69273,89.173035,-18.918838664482358,-53.10174821278535,5.48465935325752,56.37125259976724
489.982981,56.804333,15.82586,158.846756,55.976552,7.593215,94.102325,78.572833,111.922329,88.511925,-27.989343359358465,-43.54966712965515,-6.475677315325412,51.76849281939575
490.108354,52.255464,10.816458,158.263733,52.481414,3.682429,93.005058,78.639062,111.835408,88.452003,-36.28268446953573,-39.95598733378811,-4.6503074824713675,53.97141943782584
490.233385,46.494272,6.172976,157.485275,47.84617,-1.675239,92.264679,44.912291,10.217685,92.052666,-46.0781086290679,-37.13864561589363,-6.2261199222603505,59.181678693791014
490.35877,39.975034,2.247639,156.868668,40.119349,-6.770171,92.230919,33.193157,0.405124,93.275665,-51.993763209317684,-31.306272680146577,-4.917709454879098,60.691301862707554
490.483689,32.859561,-1.176262,157.589554,31.050217,-9.661473,93.139091,22.687775,-3.891158,92.256844,-56.960694530039994,-27.40896901191227,5.7708274962158095,63.2121214929581
490.608729,26.028594,-4.420268,157.847992,25.793653,-12.227498,93.186035,15.327464,-7.635452,91.891792,-54.63025431863734,-25.94374600128875,2.066842610365512,60.47762101387901
490.734478,20.519468,-7.740483,157.693222,22.132337,-15.567507,93.501938,8.597485,-13.004011,91.41346,-43.81049551088418,-26.403510167070124,-1.230785135467973,51.15178262828949
490.859494,16.144241,-11.934891,157.511688,18.678867,-18.977885,92.979301,1.568076,-18.943628,90.423286,-34.997336340959656,-33.550969475917924,-1.452086132975442,48.48176052636941
490.98477,13.081421,-17.487552,156.94371,15.047054,-23.586425,92.591293,1.274635,-19.253573,90.582542,-24.448577540781717,-44.32342188446417,-4.533813340143294,50.61915320623028
491.110481,11.019417,-24.510184,156.366394,11.391208,-30.220169,91.541641,1.016131,-19.429967,90.624062,-16.402733253259782,-55.86330551822704,-4.592406392440976,58.221633106607115
491.23587,9.707817,-32.564296,156.197067,8.469417,-38.721804,91.65139,0.843111,-19.494,90.700912,-10.46024770913051,-64.23300289499888,-1.3504135131473343,65.07914752856942
491.361049,8.809547,-40.518369,156.973618,7.868501,-46.923824,92.717293,1.221122,-19.122504,90.537552,-7.175884133920066,-63.541592439625035,6.2035245528400615,63.94550244440073
491.486478,7.337809,-47.385079,157.458542,7.457271,-53.017372,92.908989,1.683723,-18.871568,90.214294,-11.733634167537303,-54.74579244034607,3.866123464270771,55.9891057322677
491.61203,5.715916,-53.007391,157.54071,6.247672,-57.764274,93.473282,2.110713,-18.751842,89.662735,-12.918097680639463,-44.780744233455245,0.65445393143859,46.60678386017081
491.737091,3.516818,-58.531096,157.703583,4.937551,-62.368251,93.127251,-2.965734,-55.963374,93.782158,-17.584202908978092,-44.16808597403883,1.3023484539544494,47.53970982824989
491.862396,-0.496395,-64.198638,158.243057,2.797573,-68.567063,92.306717,-5.936956,-62.885459,92.158531,-32.027556761509885,-45.22997486134959,4.3052870994782175,55.421250600018524
491.988707,-4.744224,-69.680498,160.241348,-0.899906,-75.730939,91.940399,-10.341528,-70.85668,91.488052,-33.62992138452264,-43.399703905444206,15.82040360697169,54.90451631158772
492.113995,-8.268811,-75.097554,163.26712,-6.356044,-82.857197,93.117996,-15.616221,-77.995631,92.374329,-28.131880148136027,-43.236830342885916,24.150533171570558,51.5831966707046
492.240176,-11.511558,-80.760662,165.001038,-10.494227,-88.128551,93.218773,-19.476881,-83.441522,92.085968,-25.699170239570186,-44.88082991891493,13.741514174079798,51.71785228731931
492.366183,-14.379818,-86.588961,165.838547,-12.003231,-93.445006,93.783783,-21.309683,-88.526738,89.943153,-22.762703659327972,-46.25377161587779,6.646527573867214,51.55145067382842
492.49141,-16.490189,-92.861373,166.473907,-13.638897,-98.626967,93.274651,-22.473583,-92.987879,88.926155,-16.85236410678272,-50.08833558258393,5.073666222140715,52.847360742246366
492.616744,-17.193967,-100.037581,166.536194,-15.42639,-106.564522,91.927101,-23.890898,-100.14094,87.064018,-5.615220131807387,-57.25667416662251,0.49696810123344903,57.53136043716881
492.742311,-16.640273,-107.594763,167.05986,-16.622322,-116.248794,92.163933,-24.890281,-109.272693,86.552841,4.409550279930604,-60.184459292653536,4.170411015633368,60.345780913169946
492.867594,-16.454462,-115.087637,167.962067,-16.45838,-123.634501,93.111847,-25.33162,-117.105558,87.275482,1.4831301932422178,-59.80758762161297,7.20135213875648,59.825974394797946
492.993166,-16.933579,-121.491536,168.651459,-16.839686,-129.237927,93.499542,-26.417588,-123.139552,87.557411,-3.8154763800854514,-50.997825948469185,5.490013697322052,51.140356974480994
493.118043,-17.861588,-127.117851,169.355682,-17.614534,-133.989872,93.639008,-27.529155,-128.201383,87.519585,-7.431384482329042,-45.054853976303235,5.63933310377303,45.663610699880145
493.243362,-19.965268,-132.47662,169.377213,-18.807878,-138.557445,93.239937,-28.051645,-133.059379,91.77729,-16.786600595282106,-42.76102586200341,0.17180954204878612,45.93795045837864
493.368909,-23.599867,-137.891467,168.76915,-21.498514,-144.719836,92.837143,-30.646866,-139.596953,92.513397,-28.95010633468333,-43.13003894956258,-4.843309676854859,51.94524922050386
493.494337,-28.307044,-142.810161,167.984589,-25.895328,-152.916849,92.153175,-35.092425,-148.109032,91.801712,-37.528916988232474,-39.21527888509751,-6.2550706381350265,54.27944093619258
493.619295,-33.563079,-147.405915,168.779449,-31.824135,-161.187956,93.499756,-40.85248,-155.965167,93.186722,-42.06241297074162,-36.778389538870584,6.361017301810904,55.87393419112456
493.74461,-38.680792,-152.323918,169.323395,-36.708333,-168.308688,95.371773,-44.591829,-161.629538,89.437958,-40.83879024857339,-39.24512628176977,4.340629613374322,56.63909185217423
493.870054,-42.725609,-157.459836,169.575714,-43.300199,-175.74967,97.654541,-43.989345,-167.829257,86.754379,-32.244005293209106,-40.94191830618986,2.011407480629463,52.11445626636837
493.982063,-45.511856,-162.265386,169.533447,-50.317585,-179.747316,100.745811,-42.803928,-175.951546,85.696449,-24.875206456623943,-42.90324884607479,-0.37735360551392677,49.592990006732634
494.107999,-47.597379,-167.428607,169.230652,-58.918724,-180.949436,100.108589,-46.66039,-192.076508,88.955841,-16.560181361958403,-40.99876921610182,-2.4043561809168543,44.21695018854345
494.233587,-48.516541,-172.597303,168.558411,-66.860543,-179.959342,96.341286,-53.04719,-211.049853,99.016243,-7.318868044718035,-41.15597031563751,-5.352748670255286,41.80167128330673
494.35904,-48.915691,-178.149892,168.64856,-71.791686,-176.080911,90.813797,-59.112237,-227.564428,113.699303,-3.1816696292637694,-44.26031262704189,0.7185878376762742,44.37452304502284
494.483831,-49.376767,-183.03795,168.761383,-71.489751,-170.290445,83.927414,-63.192981,-239.530532,124.885963,-3.694785681659247,-39.1699561667057,0.9040956479231446,39.34382934254164
494.608681,-50.329333,-187.128424,168.692566,-65.008942,-163.844397,77.839317,-66.138548,-247.825609,131.048111,-7.629683620345565,-32.76310772928017,-0.5511974369243593,33.63975773139556
494.73382,-51.841938,-190.26855,168.927505,-55.983423,-158.866738,73.359207,-68.487803,-253.604818,132.956528,-12.087398812521437,-25.093104467833825,1.877424304173884,27.852631866424517
494.859196,-54.258857,-193.12192,169.137192,-50.157504,-157.459703,73.603645,-70.239607,-258.296367,134.063766,-19.27736568401984,-22.758502424703263,1.672465224604182,29.825597401068936
494.984736,-56.930551,-195.507184,169.563263,-50.027296,-158.451949,73.955429,-70.836136,-262.184921,135.120483,-21.28161542137951,-19.000031862354547,3.3939063246774293,28.529079300145423
495.109936,-59.390601,-197.541207,170.050522,-55.165906,-159.829381,73.887482,-70.882116,-265.481033,136.110611,-19.648961661340774,-16.246190095845936,3.8918450479230726,25.495497386777966
495.235038,-61.600969,-199.123294,170.090271,-63.86174,-161.856756,74.063675,-71.240491,-267.455776,136.327911,-17.668526482394647,-12.646376556732541,0.3177327300923251,21.728038753503625
495.360735,-63.306595,-200.278411,170.293671,-71.084069,-164.092247,75.18647,-71.781834,-268.621454,136.343002,-13.56934533043724,-9.189694264779561,1.6181770447980774,16.388337724637644
495.486243,-64.423802,-201.421143,170.539612,-73.994964,-165.767217,75.16716,-72.772696,-269.031286,136.170227,-8.901480383718747,-9.104853873854807,1.959564330560343,12.73321314853319
495.611536,-64.757759,-202.451145,170.474701,-77.935094,-166.200518,75.552986,-72.514568,-267.538951,134.076126,-2.6654082829846852,-8.220746570039847,-0.5180736353985894,8.642052735538314
495.736411,-63.931269,-202.955025,170.509277,-84.638534,-170.730433,75.690109,-68.369135,-263.227558,128.020386,6.618538538539829,-4.035075075075974,0.27688488488483776,7.751572953126114
495.862113,-61.650969,-203.050567,171.170212,-89.098735,-183.046358,74.935356,-62.40657,-253.21426,126.163933,18.140522823814667,-0.7600674611379235,5.2579513452431135,18.156438826675828
495.98757,-58.179212,-202.009826,171.810608,-86.078139,-198.004989,74.056091,-53.70148,-245.047204,124.783539,27.67288393633255,8.295599289000515,5.104505926334093,28.889539160696177
496.113682,-54.836747,-200.314797,172.80014,-71.14959,-209.036114,73.150726,-41.978338,-240.198729,125.727608,26.503940941390077,13.440663854354096,7.846453945700419,29.717172312830066
496.239274,-51.827603,-198.276404,172.985504,-63.700363,-210.289192,73.269196,-30.852934,-235.221876,126.813004,23.95967896043568,16.230277406198912,1.4759220332499965,28.93938701094609
496.364349,-48.692469,-195.699822,173.524307,-56.810305,-210.863946,73.574463,-21.749019,-229.310734,127.580978,25.066032380575436,20.60029582250961,4.307839296422807,32.445002192617636
496.489904,-45.627879,-193.631348,174.028152,-48.970156,-213.912156,74.994919,-14.918002,-223.610269,128.458801,24.40834693958439,16.474644578070823,4.012942535143426,29.44794244589725
496.615264,-43.143249,-192.730371,173.267715,-46.579437,-213.794621,74.838638,-9.993403,-218.992071,128.831863,19.819958519463874,7.187117102744157,-6.066025845564714,21.082822580523374
496.740445,-41.180063,-192.05852,170.700668,-59.699182,-209.046748,72.964096,-6.561811,-214.401582,127.129745,15.682779335522447,5.367036531103088,-20.50668232399524,16.575724684395702
496.864697,-41.61432,-191.27514,168.489075,-82.479047,-204.747538,75.692978,-6.11983,-208.959965,125.415382,-3.494969899882148,6.304767730099092,-17.799254740372625,7.208669137336037
496.989256,-43.293452,-190.795628,167.658661,-89.152242,-210.639848,77.911652,-6.643007,-202.513004,124.271072,-13.480615611875116,3.849677662793304,-6.6668325853595185,14.019522651736072
497.114344,-44.851967,-191.696723,167.297119,-91.958365,-218.482267,80.120033,-8.196916,-195.812236,124.689636,-12.459348618572006,-7.203688603223015,-2.8903012279353,14.391959473654632
497.239437,-45.853456,-194.766012,167.518738,-95.288661,-217.885145,81.27282,-10.969466,-191.05842,124.75061,-8.005955569057093,-24.536057173464382,1.7716339043752822,25.80917329542404
497.364695,-46.23826,-198.30807,167.720474,-51.68357,-231.128995,83.69886,-13.680952,-188.768704,123.204659,-3.0720912037560533,-28.278098005722075,1.6105637963245831,28.44448226256576
497.490586,-46.536472,-201.787263,168.152863,-51.143213,-232.226875,84.155121,-15.741821,-188.308397,120.831978,-2.36881111437632,-27.636550666841483,3.434629957661132,27.73788382080524
497.615631,-46.975924,-204.068106,168.539841,-51.357801,-231.482204,83.220963,-18.276179,-188.041737,116.253349,-3.5143508336998317,-18.24017753608703,3.094709904434395,18.575649068883184
497.741405,-47.483122,-205.18858,169.274933,-53.232738,-231.578902,82.530312,-21.689118,-187.623666,109.642563,-4.032614053779709,-8.90862976449976,5.84454656765416,9.778837374027278
497.867101,-47.859162,-204.947356,169.546432,-56.219174,-232.434725,82.247299,-25.160156,-187.96526,106.881248,-2.991662423625107,1.9191064154784472,2.1599653131364174,3.554295076504057
497.992849,-48.294475,-203.825751,169.65361,-58.903805,-233.000382,81.448135,-27.267046,-187.974893,106.22686,-3.461788656678791,8.919465915959934,0.8523236950089628,9.567698413384534
498.117928,-48.926473,-202.554517,169.670212,-60.74753,-232.98157,80.82618,-28.750535,-187.749199,105.825722,-5.052790636316743,10.163448700419007,0.13273211330440998,11.35017104278605
498.24324,-49.858669,-200.544963,169.510818,-60.76329,-231.69271,81.030693,-29.889977,-185.72535,105.65461,-7.4390002553621155,16.036405132787593,-1.271977145045818,17.67781135724029
498.368399,-50.579222,-197.6902,169.396957,-59.398691,-229.572732,80.982384,-31.119407,-182.052523,105.777184,-5.757100967569434,22.8090908364566,-0.9097308223940541,23.524430627254667
498.493378,-51.30438,-193.840383,169.44664,-59.015656,-228.357606,80.718361,-33.14776,-177.366103,105.409431,-5.802238776114568,30.803711023452895,0.3975307851720483,31.34540775985281
498.618512,-51.97922,-189.257301,169.845581,-58.310939,-225.307337,81.787544,-36.344596,-172.943723,104.992882,-5.392938769638798,36.62539357808341,3.188110345709392,37.02030852549161
498.7438,-52.592917,-184.721486,169.424011,-56.639441,-221.980887,81.935669,-40.082165,-168.381833,103.238312,-4.898290339058361,36.20310803907466,-3.3648074835575863,36.53297524065929
498.868922,-52.995898,-180.228957,168.836334,-55.916975,-219.200763,81.961731,-43.291246,-164.201648,101.149246,-3.220704592318486,35.90518853599563,-4.696831892074338,36.049348147731784
498.993634,-52.579819,-175.944214,167.776138,-57.058127,-217.91511,82.375427,-44.493783,-160.673806,99.918259,3.3363188786968037,34.35710276477345,-8.501154660338148,34.51871280985941
499.118909,-51.752853,-171.889569,167.641205,-56.949291,-216.735229,82.915779,-43.438209,-156.907826,100.332451,6.601205348234518,32.36595489922481,-1.07709439233688,33.03227132045592
499.244884,-49.862728,-167.66281,167.165543,-51.838638,-213.045289,82.713043,-41.080487,-152.583649,100.559441,15.00396904147182,33.55236356418863,-3.7758444135729374,36.75432202804097
499.369805,-46.380167,-163.008964,166.558472,-46.876306,-207.475946,81.849083,-38.30259,-146.962856,102.086021,27.878106963607202,37.254312725651054,-4.859639292033803,46.53034133267164
499.481594,-42.361841,-158.633069,166.267471,-41.843457,-200.65809,80.562691,-36.826463,-140.700312,102.597389,35.9456297131243,39.14423601607024,-2.603127320219582,53.1447034873171
499.606833,-37.580839,-153.6221,167.362045,-33.457307,-194.483716,80.972542,-36.243243,-133.976013,100.805794,38.17502535152122,40.011250489058064,8.739881346863225,55.301290457704845
499.732416,-32.23094,-148.308731,168.46376,-25.899179,-184.44406,80.494217,-36.787237,-128.680215,99.756332,42.600503252826776,42.30961993263213,8.772803643804975,60.040876211443546
499.857424,-27.91574,-142.327,168.053375,-26.377478,-181.303793,81.597633,-38.527677,-123.226118,101.657997,34.51939075899698,47.85078554973252,-3.28286989632732,59.00242381545708
499.982472,-24.55622,-135.546922,167.437912,-0.618825,-147.452333,81.147568,-42.197025,-115.796182,110.824112,26.86584351609143,54.21980359542264,-4.92181402341512,60.51083084669486
500.107829,-23.259731,-128.375372,166.564148,1.597467,-137.635794,80.904472,-44.438355,-108.774273,116.282722,10.34237417934313,57.20901106439632,-6.970205094250547,58.13635395027593
500.232144,-22.345089,-120.851818,165.786896,1.449393,-131.480291,80.050301,-43.269372,-100.413295,110.024818,7.357454852590752,60.52008204962026,-6.25227848610244,60.96566634754909
500.358649,-22.494042,-112.907861,166.202011,1.386829,-127.990486,79.362968,-45.14569,-95.80182,88.996628,-1.1774475317180229,62.795597011971445,3.2814118019047247,62.80663489457038
