Hello, World, Test
29.442688,7.856889,100.089523
15.939945,0.00,0.00
46.598122,17.26476,176.130035
64.596246,25.283009,99.237381
29.348083,7.784936,99.932312
15.968152,0.00,0.00
46.466755,17.460175,176.128754
64.429448,25.009801,99.234612
29.297779,7.756085,99.816589
15.996248,0.00,0.00
46.321867,17.734654,176.121506
64.276479,24.631467,99.157547
29.223511,7.819859,99.698311
16.037686,0.00,0.00
46.240709,17.921075,176.115875
64.237664,24.445245,99.112206
29.15971,7.973756,99.667686
16.065531,0.00,0.00
46.189354,18.107087,176.099838
64.263223,24.33693,99.111031
29.067108,8.231923,99.677818
16.093273,0.00,0.00
46.165417,18.291421,176.07428
64.385508,24.28254,99.10305
28.874611,8.543179,99.74855
16.121164,0.00,0.00
46.188686,18.563439,175.976257
64.594934,24.249699,99.123512
28.575966,9.074387,99.791611
16.16281,0.00,0.00
46.237133,18.737962,175.896255
64.723347,24.17812,99.12381
28.379845,9.457684,99.800819
16.190918,0.00,0.00
46.343039,18.919213,175.789978
64.808701,24.062749,99.138824
28.210949,9.845216,99.794075
16.218772,0.00,0.00
46.465872,19.081662,175.685333
64.866994,23.927701,99.180161
28.072403,10.233308,99.761002
16.246354,0.00,0.00
46.696209,19.312093,175.529327
64.966343,23.677994,99.237007
27.942345,10.772752,99.697334
16.287881,0.00,0.00
46.860836,19.46391,175.479462
65.026854,23.479626,99.274055
27.90358,11.092351,99.644188
16.319138,0.00,0.00
47.065495,19.619981,175.456924
65.100239,23.270226,99.314896
27.903244,11.364354,99.560539
16.34156,0.00,0.00
47.28167,19.767201,175.470093
65.220473,23.052396,99.359222
27.935955,11.599324,99.455482
16.369572,0.00,0.00
47.637127,19.909081,175.419601
65.493629,22.754182,99.433701
28.061508,11.907193,99.370346
16.41167,0.00,0.00
47.869537,19.948247,175.369751
65.704177,22.585496,99.484413
28.133202,12.013398,99.280594
16.43966,0.00,0.00
48.095295,19.974873,175.322769
65.893839,22.411217,99.535789
28.21946,12.172848,99.220818
16.467461,0.00,0.00
48.31538,19.986375,175.262177
66.122506,22.227761,99.550423
28.321358,12.361447,99.145874
16.495735,0.00,0.00
48.609875,19.952634,175.148575
66.402839,21.916398,99.549156
28.483318,12.666497,99.015007
16.537179,0.00,0.00
48.766636,19.907037,175.044464
66.569779,21.705529,99.54509
28.562447,12.852715,98.901588
16.56528,0.00,0.00
48.889444,19.852952,174.918091
66.72139,21.494744,99.533218
28.609871,13.092896,98.79245
16.593248,0.00,0.00
48.970627,19.801232,174.76091
66.853331,21.299,99.532745
28.654381,13.375268,98.758141
16.621018,0.00,0.00
49.016092,19.723775,174.499603
67.051886,21.041444,99.565552
28.642868,13.757272,98.857796
16.662736,0.00,0.00
49.023365,19.689728,174.317642
67.187927,20.890439,99.618225
28.612564,13.974843,98.986031
16.690694,0.00,0.00
49.01614,19.6638,174.168243
67.323254,20.745995,99.616966
28.618904,14.133157,99.045799
16.718562,0.00,0.00
49.003075,19.660176,174.046936
67.446278,20.598397,99.634727
28.714416,14.192906,99.047333
16.746546,0.00,0.00
49.00255,19.66346,173.964142
67.555831,20.441766,99.659065
28.783771,14.212418,99.02211
16.775178,0.00,0.00
49.001621,19.654401,173.834885
67.69943,20.191327,99.689911
28.980206,14.176369,98.970589
16.81652,0.00,0.00
49.006603,19.609139,173.757782
67.779372,20.027055,99.704285
29.121468,14.082665,98.935364
16.844145,0.00,0.00
49.019526,19.577046,173.699631
67.843864,19.875142,99.717384
29.271435,13.945405,98.902328
16.871917,0.00,0.00
49.040554,19.530244,173.632355
67.892907,19.708874,99.700371
29.4095,13.785527,98.885559
16.900005,0.00,0.00
49.074291,19.450429,173.549362
67.935846,19.473519,99.649582
29.572914,13.512406,98.842125
16.94162,0.00,0.00
49.099277,19.381062,173.485229
67.959307,19.308236,99.612801
29.644939,13.337399,98.792641
16.969706,0.00,0.00
49.113939,19.306184,173.417206
67.978547,19.143071,99.5709
29.692886,13.177769,98.723701
16.997526,0.00,0.00
49.132202,19.228909,173.354721
67.994426,18.980489,99.520782
29.703041,13.075772,98.678154
17.025247,0.00,0.00
49.148033,19.106442,173.273956
68.013976,18.757386,99.468071
29.627678,13.027203,98.733406
17.067036,0.00,0.00
49.160145,19.024117,173.225967
68.03088,18.617524,99.441772
29.522987,13.017743,98.785439
17.095335,0.00,0.00
49.173042,18.942273,173.175323
68.04993,18.468072,99.409195
29.415985,13.005452,98.818947
17.122741,0.00,0.00
49.182915,18.863961,173.131378
68.061445,18.319966,99.375031
29.333778,12.990391,98.840843
17.150732,0.00,0.00
49.202059,18.76904,173.054871
68.051551,18.131177,99.337372
29.223179,12.942105,98.867493
17.192595,0.00,0.00
49.20871,18.727406,172.985397
68.012021,18.064381,99.2257
29.161999,12.884526,98.896904
17.220452,0.00,0.00
49.204514,18.708108,172.876251
67.946909,17.984059,99.18383
29.121231,12.803406,98.942368
17.248488,0.00,0.00
49.19648,18.690438,172.68074
67.860077,17.879609,99.111946
29.1008,12.678853,98.988113
17.276057,0.00,0.00
49.150345,18.670575,172.181381
67.676232,17.749829,99.087029
29.087566,12.410649,99.061234
17.317888,0.00,0.00
49.121378,18.650506,171.677399
67.537735,17.6992,99.077888
29.068443,12.204789,99.10347
17.345842,0.00,0.00
49.079155,18.579442,171.092575
67.373322,17.656132,99.062889
29.045151,11.998582,99.13147
17.373746,0.00,0.00
49.076244,18.568791,170.526123
67.207287,17.575375,99.013725
29.012844,11.800378,99.139282
17.401715,0.00,0.00
49.076698,18.496045,169.648041
66.98222,17.414544,98.925301
28.945755,11.542805,99.114174
17.443411,0.00,0.00
49.054787,18.450505,169.191208
66.886709,17.313576,98.840576
28.910301,11.353493,99.080963
17.471234,0.00,0.00
49.036072,18.43427,168.749573
66.831897,17.213742,98.764984
28.88274,11.151871,99.039444
17.499173,0.00,0.00
49.007103,18.317368,168.445999
66.838835,17.174229,98.674843
28.856659,10.985497,98.959557
17.527135,0.00,0.00
48.958014,18.314072,168.235641
66.918037,17.152192,98.595612
28.845215,10.701348,98.846657
17.568842,0.00,0.00
48.932907,18.301907,168.151703
66.994951,17.113808,98.604355
28.859566,10.516492,98.786514
17.596171,0.00,0.00
48.905371,18.273,168.095779
67.089389,17.049969,98.638443
28.918194,10.36118,98.77433
17.623645,0.00,0.00
48.872971,18.253529,168.051575
67.19384,16.943677,98.699219
28.972099,10.242833,98.745483
17.651588,0.00,0.00
48.826668,18.227265,167.95842
67.34278,16.743954,98.783195
29.12743,10.143922,98.703102
17.693096,0.00,0.00
48.79298,18.222752,167.902863
67.46094,16.609341,98.827248
29.284714,10.086365,98.666718
17.720848,0.00,0.00
48.759865,18.207253,167.860458
67.608045,16.492554,98.841438
29.482101,10.011548,98.626892
17.748726,0.00,0.00
48.732708,18.212277,167.837097
67.770431,16.39367,98.82843
29.707024,9.919682,98.57711
17.776602,0.00,0.00
48.682545,18.283726,167.907471
68.057654,16.272805,98.841461
30.096863,9.75969,98.477165
17.818219,0.00,0.00
48.693703,18.33252,167.980194
68.232868,16.187218,98.885826
30.367588,9.650643,98.401825
17.846013,0.00,0.00
48.723886,18.394646,168.035324
68.411873,16.121007,98.926537
30.607151,9.580029,98.329971
17.873771,0.00,0.00
48.787426,18.481457,168.073929
68.599818,16.066678,98.964867
30.81982,9.555314,98.266945
17.901764,0.00,0.00
48.927853,18.647923,168.113068
68.870638,15.980931,98.955612
31.111046,9.584996,98.203537
17.943549,0.00,0.00
49.057577,18.797372,168.12796
69.073794,15.902875,98.910385
31.267067,9.594975,98.195061
17.971445,0.00,0.00
49.209974,18.973241,168.136719
69.313786,15.875886,98.861107
31.404945,9.577481,98.179001
17.999205,0.00,0.00
49.380825,19.16832,168.136475
69.646285,15.958153,98.774307
31.535339,9.574425,98.137054
18.027088,0.00,0.00
49.664686,19.517972,168.139404
70.187805,16.094563,98.514778
31.742023,9.511731,98.044052
18.069021,0.00,0.00
49.874351,19.797398,168.141342
70.490406,16.26278,98.429626
31.884285,9.433831,98.027008
18.096932,0.00,0.00
50.10669,20.112057,168.160294
70.748041,16.529286,98.404999
32.014534,9.376023,98.00946
18.124612,0.00,0.00
50.358103,20.439675,168.185379
71.020244,16.816319,98.346405
32.140442,9.347516,97.992378
18.152866,0.00,0.00
50.795243,21.001878,168.237503
71.361278,17.233929,98.215263
32.32386,9.457444,98.030647
18.194266,0.00,0.00
51.124499,21.450326,168.276657
71.541021,17.503876,98.083405
32.447002,9.567162,98.074234
18.222161,0.00,0.00
51.474402,21.953515,168.31395
71.652291,17.772111,97.91507
32.57098,9.706448,98.108963
18.250511,0.00,0.00
51.8414,22.498616,168.327133
71.711848,18.036355,97.727715
32.706188,9.871621,98.128281
18.278342,0.00,0.00
52.449916,23.409089,168.323395
71.729873,18.458054,97.385483
32.942268,10.187169,98.134331
18.319899,0.00,0.00
52.8769,24.072442,168.295822
71.737144,18.741265,97.154213
33.121632,10.474881,98.138817
18.348099,0.00,0.00
53.336165,24.779374,168.258102
72.183726,19.974377,96.844849
33.634159,11.402882,98.107117
18.412016,0.00,0.00
53.336165,24.779374,168.258102
72.183726,19.974377,96.844849
33.634159,11.402882,98.107117
18.412016,0.00,0.00
54.887221,27.26862,168.144012
72.845791,21.645016,96.941505
34.222219,12.435796,98.119606
18.443514,0.00,0.00
55.466269,28.255219,168.126038
73.008655,22.21404,96.995399
34.439562,12.802014,98.14888
18.466955,0.00,0.00
56.083558,29.334965,168.177567
73.374007,23.352399,97.08371
34.874699,13.556176,98.262703
18.502007,0.00,0.00
56.755088,30.365193,168.190399
73.81861,24.497823,97.289436
35.360287,14.272187,98.463936
18.53304,0.00,0.00
57.388995,31.446172,168.224136
74.313353,25.682057,97.404991
35.903954,15.194993,98.60466
18.563085,0.00,0.00
58.016394,32.452458,168.204178
74.792479,26.866254,97.423874
36.456417,16.163174,98.639076
18.592283,0.00,0.00
58.618496,33.386021,168.207489
75.29764,28.03653,97.379883
37.042282,17.258885,98.62542
18.621455,0.00,0.00
59.204267,34.29102,168.226852
75.872658,29.13535,97.327156
37.606953,18.43036,98.670799
18.650524,0.00,0.00
60.043166,35.66422,168.359222
76.907442,30.656239,97.272842
38.461779,20.302678,98.850578
18.692643,0.00,0.00
60.572098,36.564069,168.481522
77.670191,31.699277,97.318871
39.07325,21.625676,98.901001
18.720764,0.00,0.00
61.090849,37.411862,168.596222
78.406904,32.750691,97.413055
39.693855,22.947552,98.796623
18.748905,0.00,0.00
61.59148,38.254513,168.685242
79.102633,33.806576,97.578949
40.405533,24.265168,98.79628
18.777166,0.00,0.00
62.305711,39.40672,168.758118
80.078576,35.338094,97.896179
41.455029,26.076684,98.834625
18.818925,0.00,0.00
62.748359,40.118008,168.790985
80.677746,36.328351,98.113678
42.184017,27.190884,98.921349
18.846708,0.00,0.00
63.152907,40.796078,168.805542
81.236694,37.242184,98.288879
42.861937,28.257104,98.989891
18.874672,0.00,0.00
63.51919,41.43266,168.81218
81.72798,38.051671,98.384605
43.515228,29.266206,99.014999
18.902586,0.00,0.00
64.019702,42.347432,168.822266
82.393644,39.037839,98.394768
44.275211,30.610799,98.959396
18.944387,0.00,0.00
64.323423,42.897206,168.813156
82.795402,39.558018,98.354118
44.686363,31.356549,98.898529
18.971912,0.00,0.00
64.608191,43.429219,168.799744
83.146118,40.000867,98.291618
45.060226,31.983853,98.820633
18.999647,0.00,0.00
64.878414,43.925183,168.773865
83.440731,40.320111,98.192436
45.376728,32.516621,98.733322
19.027361,0.00,0.00
65.267489,44.637028,168.739243
83.763597,40.615979,97.938721
45.775841,33.278989,98.626907
19.069562,0.00,0.00
65.521834,45.110577,168.719788
83.871578,40.652325,97.769875
45.992659,33.758626,98.545013
19.097391,0.00,0.00
65.760563,45.58006,168.695114
83.956383,40.585446,97.582932
46.195553,34.211056,98.455063
19.125054,0.00,0.00
65.99953,46.02921,168.664108
83.998703,40.411526,97.377182
46.387194,34.654912,98.37175
19.152868,0.00,0.00
66.336225,46.699383,168.616608
84.088825,40.082783,97.123955
46.685312,35.341107,98.268013
19.195504,0.00,0.00
66.56277,47.141888,168.595169
84.212444,39.941312,96.996864
46.868061,35.79041,98.252617
19.222903,0.00,0.00
66.789029,47.598607,168.603882
84.40399,39.951947,96.924042
47.026512,36.266377,98.288353
19.251088,0.00,0.00
67.013476,48.052899,168.633453
84.630321,40.164876,96.923027
47.176264,36.795979,98.391327
19.278743,0.00,0.00
67.371629,48.771229,168.721115
84.971355,40.675961,97.084526
47.386024,37.640141,98.615326
19.320087,0.00,0.00
67.615698,49.236958,168.789825
85.26058,41.020245,97.191483
47.444176,38.243298,98.800758
19.348089,0.00,0.00
67.885302,49.734845,168.849518
85.560963,41.328038,97.232925
47.508644,38.837071,98.963959
19.376484,0.00,0.00
68.159006,50.243306,168.852127
85.844921,41.603101,97.202019
47.545311,39.431599,99.094391
19.403844,0.00,0.00
68.432425,50.758137,168.822647
86.098383,41.852902,97.079369
47.565124,40.025296,99.152191
19.431645,0.00,0.00
68.854259,51.437199,168.67865
86.393093,42.18903,96.798607
47.615265,40.83611,99.174767
19.473621,0.00,0.00
69.122742,51.86398,168.536682
86.556576,42.390446,96.56897
47.664354,41.317769,99.156616
19.501571,0.00,0.00
69.364427,52.26833,168.406631
86.697266,42.573216,96.317276
47.738525,41.739575,99.131348
19.529195,0.00,0.00
69.597624,52.616605,168.301941
86.810539,42.752782,96.110474
47.831032,42.100659,99.141571
19.557221,0.00,0.00
69.912837,53.060437,168.231644
86.913965,43.032857,96.027313
47.973415,42.592618,99.289474
19.599074,0.00,0.00
70.100234,53.356099,168.250183
86.907146,43.28069,96.037804
48.034666,42.935529,99.401779
19.627648,0.00,0.00
70.2615,53.661862,168.303131
86.818336,43.552708,96.033577
48.071096,43.280171,99.448441
19.655174,0.00,0.00
70.40715,53.932965,168.360306
86.692284,43.795186,96.022148
48.0916,43.605504,99.469078
19.682464,0.00,0.00
70.572565,54.275258,168.448639
86.523697,44.10764,96.009636
48.104691,44.055165,99.509438
19.724279,0.00,0.00
70.659779,54.420781,168.48967
86.434601,44.287663,96.030556
48.114584,44.341367,99.5401
19.751999,0.00,0.00
70.734332,54.544667,168.554245
86.352013,44.466855,96.073586
48.145126,44.6424,99.578552
19.780132,0.00,0.00
70.808552,54.600766,168.610382
86.276314,44.616223,96.180771
48.188709,44.953953,99.603241
19.807898,0.00,0.00
70.935081,54.658337,168.707428
86.151241,44.777539,96.392746
48.320911,45.39417,99.604218
19.849369,0.00,0.00
71.02959,54.680257,168.775421
86.103889,44.839734,96.458717
48.470329,45.647549,99.620232
19.877535,0.00,0.00
71.137641,54.694073,168.845978
86.121914,44.864293,96.488235
48.6495,45.865559,99.638947
19.905461,0.00,0.00
71.244238,54.707356,168.915405
86.23204,44.920651,96.457939
48.783682,46.02158,99.620895
19.933319,0.00,0.00
71.396015,54.689519,168.99321
86.381338,45.056622,96.397415
48.87018,46.160557,99.610764
19.975302,0.00,0.00
71.486495,54.687375,169.057343
86.429283,45.075078,96.410744
48.84045,46.163113,99.680824
20.002565,0.00,0.00
71.554826,54.661931,169.077194
86.436842,45.042622,96.413887
48.810265,46.173001,99.812836
20.030584,0.00,0.00
71.620081,54.639844,169.07869
86.3909,45.028973,96.326286
48.781418,46.163296,99.885826
20.057856,0.00,0.00
71.684978,54.561101,169.02771
86.309551,44.957867,96.105049
48.763321,46.009923,99.900909
20.100066,0.00,0.00
71.714375,54.498852,168.987442
86.261581,44.885182,95.927673
48.759077,45.815747,99.884399
20.128803,0.00,0.00
71.739505,54.413029,168.957001
86.23061,44.843358,95.854858
48.749706,45.596638,99.849533
20.156219,0.00,0.00
71.758674,54.306676,168.940399
86.20343,44.833409,95.866524
48.728344,45.349759,99.795731
