0.343498,-1.62365,-0.156481
0.176402,-0.193113,-0.080845
-0.00102,-0.011077,-0.031807
-0.031918,-0.024775,0.003367
-0.447463,1.370943,1.116585
0.140127,-0.06829,-0.230797
-0.004369,0.013421,-0.014652
-0.027739,-0.027547,-0.000444
1.052468,-0.755058,0.726392
0.128095,-0.118214,0.268936
0.004494,0.02698,0.035109
-0.020456,-0.031673,-0.00385
0.06065,-1.074336,1.062075
0.088583,-0.119893,0.158706
0.018641,-0.02971,0.054748
-0.017583,-0.035629,0.002164
0.007903,-0.357764,0.743142
0.121407,-0.027575,0.010047
0.015737,-0.04246,0.079175
-0.014435,-0.037831,0.003733
-0.266039,-0.195151,0.854991
0.132167,0.032176,-0.058491
0.016108,-0.048892,0.101432
-0.011106,-0.037499,0.003121
0.609129,0.487685,0.977589
0.10109,0.021329,-0.075838
0.015779,-0.041491,0.126945
-0.008098,-0.036178,0.001976
-0.062323,0.126627,0.655084
0.013498,0.030547,0.028975
0.021687,-0.037395,0.149129
-0.004705,-0.035079,0.002697
0.663038,1.990544,0.084899
-0.00677,0.006371,-0.254443
0.022795,0.008301,0.155663
-0.004091,-0.033391,0.000383
-0.27768,3.941423,-0.275969
-0.057095,0.050187,-0.100107
0.027512,0.09758,0.140001
-0.004319,-0.031903,-0.005136
-1.515317,-3.587814,-0.76986
-0.068818,0.106455,0.297816
-0.007279,0.041956,0.111845
-0.00672,-0.030804,-0.002319
0.526797,-2.643519,-0.767632
-0.0303,0.137279,0.174068
-0.010766,-0.040879,0.08185
-0.007479,-0.027171,0.00422
0.161332,-0.713967,-1.091125
-0.00241,0.171575,0.010059
-0.00358,-0.078205,0.058192
-0.008089,-0.022624,0.006942
0.297759,1.963416,-0.386392
0.031846,0.047819,-0.207866
0.008735,-0.013513,0.025278
-0.008462,-0.015892,-0.001345
0.249019,1.911867,-0.222939
0.018113,0.040104,-0.112607
0.008158,0.014161,0.021156
-0.008144,-0.015006,-0.003241
0.220451,0.691422,-0.213324
0.083684,-0.058279,-0.028467
0.009976,0.056677,0.014918
-0.006542,-0.015546,-0.005587
-0.472293,0.35378,0.051462
0.085226,-0.072622,-0.012194
0.004594,0.053596,0.01502
-0.004708,-0.017683,-0.006218
-0.521806,0.289113,0.401135
0.070133,-0.078313,-0.076449
-0.013237,0.057127,0.022844
-0.00298,-0.019779,-0.007359
-0.52912,1.00067,0.503805
0.028508,-0.032667,-0.040584
-0.022271,0.073242,0.03159
-0.001273,-0.020939,-0.009127
0.049674,-0.061143,0.164293
0.026894,-0.042211,0.065184
-0.017703,0.084844,0.034722
0.001111,-0.022427,-0.009901
0.245006,-0.021294,-0.376868
0.036573,0.007776,0.070208
-0.014607,0.080532,0.034637
0.002003,-0.023299,-0.007579
0.271465,-0.798636,-0.103223
-0.015653,-0.034821,-0.046016
-0.009754,0.066623,0.027046
0.002281,-0.023858,-0.006191
0.329399,-0.7166,0.174011
-0.026688,-0.003742,-0.056085
-0.005806,0.060177,0.019499
0.002733,-0.02366,-0.006913
-0.181784,-0.527813,-0.905207
0.056938,0.059966,0.130425
-0.011513,0.049669,0.012147
0.002873,-0.023122,-0.005856
-0.038359,-1.468851,-0.480295
0.011294,0.045116,0.103582
-0.012355,0.017793,0.004599
0.002881,-0.022426,-0.002811
