94.537178,-100.987579,173.27449
80.926819,-117.11937,129.303558
102.753677,-136.853607,156.801422
1900.973267,0.00,0.00
94.517357,-101.03418,173.266937
81.015953,-117.086876,129.266937
102.637947,-136.840332,156.716812
1901.015015,0.00,0.00
94.380775,-101.242554,173.195358
81.040787,-116.98999,128.841934
102.264114,-136.843475,156.520386
1901.070679,0.00,0.00
94.343857,-101.355232,173.258423
80.980682,-116.992035,128.578781
102.231064,-136.843369,156.489105
1901.098633,0.00,0.00
94.30822,-101.478485,173.284271
80.8479,-117.023781,128.327393
102.22551,-136.837723,156.474884
1901.126343,0.00,0.00
94.29203,-101.575104,173.276764
80.716385,-117.055222,128.198868
102.186218,-136.844482,156.456406
1901.154175,0.00,0.00
94.2892,-101.662956,173.269638
80.611214,-117.102554,128.152847
102.009857,-136.878738,156.406219
1901.168213,0.00,0.00
94.287605,-101.796432,173.288315
80.56665,-117.170509,128.211563
101.998375,-136.914368,156.452713
1901.223877,0.00,0.00
94.27095,-101.887535,173.299881
80.506767,-117.241165,128.239883
102.061172,-136.89122,156.482483
1901.237793,0.00,0.00
94.264915,-101.925591,173.236191
80.446693,-117.324791,128.265121
102.051949,-136.931488,156.501587
1901.265625,0.00,0.00
94.241486,-101.996506,173.212875
80.382996,-117.465446,128.317398
102.028,-137.027603,156.537857
1901.293457,0.00,0.00
94.215073,-102.070465,173.271942
80.357147,-117.589142,128.395096
102.035835,-137.014694,156.549759
1901.335205,0.00,0.00
94.185425,-102.157089,173.312485
80.396568,-117.699074,128.478485
102.040688,-137.035782,156.570297
1901.363159,0.00,0.00
94.132874,-102.222076,173.276169
80.502892,-117.789078,128.429871
102.052521,-137.117416,156.57637
1901.418823,0.00,0.00
94.111107,-102.267265,173.271759
80.51944,-117.802879,128.411072
102.053246,-137.123444,156.573151
1901.446655,0.00,0.00
94.091896,-102.302757,173.249527
80.623535,-117.896782,128.318115
102.065323,-137.179947,156.543381
1901.460571,0.00,0.00
94.096466,-102.331627,173.226379
80.676903,-117.945114,128.277344
102.071472,-137.217087,156.517883
1901.502319,0.00,0.00
94.085098,-102.418503,173.198349
80.730255,-117.993332,128.253296
102.065041,-137.242096,156.491776
1901.516235,0.00,0.00
94.101494,-102.474419,173.169434
80.745689,-118.014633,128.254669
102.052567,-137.267578,156.456116
1901.544067,0.00,0.00
94.114342,-102.593651,173.108231
80.747139,-118.04628,128.257812
102.029205,-137.315994,156.388992
1901.585815,0.00,0.00
94.110832,-102.635864,173.113617
80.733414,-118.098495,128.259033
102.003372,-137.387054,156.324677
1901.613647,0.00,0.00
94.121536,-102.697441,173.106323
80.70533,-118.141617,128.260544
101.974236,-137.450928,156.282272
1901.655518,0.00,0.00
94.120705,-102.81044,173.073761
80.672745,-118.183769,128.258942
101.933777,-137.55748,156.232468
1901.68335,0.00,0.00
94.13385,-102.869522,173.049683
80.627708,-118.235352,128.246521
101.90052,-137.632507,156.211792
1901.711182,0.00,0.00
94.157417,-102.918968,173.07457
80.57724,-118.287102,128.213974
101.885399,-137.65303,156.184692
1901.739014,0.00,0.00
